content,sentiment
Con esto de la marcha del orgullo heterosexual ya no sé si puedo comer conchitas en la cebichería,NONE
Una pizza. Una conversación amena. Amigos. Buena noche,P
"@JulianZucchi esa palabra es de Yaco , asi le decia a Patricio y yo creo que el no es el mejor personalmente",N
"@AlvaMendz tú no más, los otros dos años anteriores yo ya chambeaba saliendo de la u no más",NONE
"@JacoboCisneros es Joda, tranquilo un chico tan simpático como tu no debería molestarse sonrie o envejeceras !",NEU
"@ron_quintanilla @belecastillo jajajaja cual domingo ohhh, estos últimos días me han elotado",P
"@Combate_ATV impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo.....",N
@ron_quintanilla @belecastillo jajajaja cuando? Estoy súper full,NEU
"@TrujiYo @reporteropro al menos ya va ir preso, el tuyo sigue feliz de la vida plagiando textos",N
"@GianeRaffo14 hola, te contamos que el incidente que tuvimos con el aspersor ya se solucionó ¡Te esperamos pronto!",NONE
"Odio el internado de la Agraria, hace que no se conecte",N
"No es feriado el 26 de dic ni el 2 de enero, entonces mremod fútbol sábado y domingo",NONE
Ahora mismo quisiera estar echada en la banca de Pisco. De esta forma podría observar el cielo,NONE
Eso de que vas al cine y tienes la mala suerte de ver a un ex con una tipa horrorosa!,NEU
"Yo veía #VBQ por Dani y Pamela, normal que maten a mi otp. Siempre me pasa jajhshdga",NONE
Extraño que me hable y me alegre con sus canciones,N
hoy dia fue un di de genial y de compartir con los niños,P
A estas horas la Av Javier prado libre #salgantodos,P
Gracias a todos por regalarme sus comentarios a mi columna de hoy. Invaluable obsequio para mí.,NONE
Se acaba un año muy productivo en memes,NONE
@chepibolaa ya no puedo tomar - cero alcohol- ayer estuve internada en la clínica como 6 horas.,NONE
#MeDicenLindoPor mis grandes ojos con pestañas súper pobladas,NONE
@CaELiKe Que bueno Caeli. Pronto te vas a sentir mucho mejor.,P
"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",N
@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please,NEU
"@IvettlyOficial Que alegría, que bueno, me alegra escuchar(leer) eso.",P
@sparkielaurenz esta como diciendo.. Dejemne libreee mrdass!! #jiji #sigotriste,NONE
@VGardini25 estoy indignada @ximena_casanova yo solo quería ver Hannah Montana,N
@ximena_casanova @VGardini25 yo tambieen SIGUE CON EL PACHECO OYE,NONE
"#MePasóPorPavazo @MananaMaldita Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @Marcuilas",N
Nuevo día..!! Sólo seguir para adelante que más da...,NEU
"Fui sincera, supongo que está bien",NONE
"Ya viene el niñito jugando entre flores, y los pajaritos de cantan amores",NONE
"Ser valiente no consiste en no sentir miedo, sino en sentirlo y aún así continuar adelante.",NONE
"y @SheyJacobo hacia gestos para yo no voltear y oh sorpresa con quien me encuentro , me encontre a tu nuevo amigui @skparedes",NONE
@LuciaLu26 mi mamá me pasó la misma foto y me dijo exactamente lo mismo,NONE
"puxa, @abocajarroperu como te pasea @JorgeDCG? alli si no eres inquisidor!",NONE
"#NavidadenMamáVictoria En la mañana en el tren, en la tarde en el metropolitano #Regalos #Panetón #Niñ@s #CasaHogar #GranMiércoles",NONE
Es una lástima que todos los estrenos de Star Wars los voy a terminar relacionando con el fin de Penta Runners. Fue muy sorpresivo,N
@AlejoIgoa la divaza te tiene cansado toda la noche no te deja dormir,NONE
@zabdilandia no hagan caso yo las conozco y ustedes no son asi,NONE
".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas",N
El viernes dejo de ver a muchas personas por un buen tiempo y ah la,NONE
Igual no iré porque estoy más ajustado,NONE
No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía,P
@YurikitoKSP que bien yuriko. Felicidades,P
"Eso de comerme todo solo por navidad y año nuevo es mentira, porque paro comiendo todo el año",NONE
"@MrcdsEatWorld Jaja yo mismo estoy diciendo pues. Pa mañana lo tengo listo. Y sí tengo, pero a veces no quisiera tener #LuzClarito",NONE
lo mismo pasaremos con Angie y SR,NEU
se supone que ya grabaron para mañana no? entonces ya saben quien sera eliminado y por sus caras tal vez sea guerrero,NONE
un hermoso recuerdo junto a ustedes #CarmenandDialina,P
La luna está hermosa y justo salí sin celular ptmr,NEU
@zombiepolares ten cuidadoo a mi mamá le clonaron la tarjeta hace un par de días,NONE
@NoticiasCNCO ya conozco a 3 pero Erick que es mi favorito no y Joel,NEU
"@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr",N
Amigas normales? Eso que es? Las mias son unas locas toditas *-*,NONE
"- Hola insomnio, cómo estás? - echale la culpa a la comida - ok",NONE
Una breve reseña de quien soy realmente.,NONE
es genial estar incomunicada y desconectada del mundo a veces,P
"Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido",N
@NoticiasCNCO yo solo sere #CNCOwner pero cada quien su opinion,NEU
Jajajja recién. Me acuerdoo que ayer me metieron un galletaso jajaja,NEU
@VivianDeLaCruzz me pasa exactamente lo mismo,NONE
"@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo).",P
@mario_hart @NicolaPorcella ese punto no afecto nada igual a Diana se le perdono varias faltas como saltarse los escalones.,NEU
"@rossangelch Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips.",NEU
"Y pensar que luego de tantos años siempre ha habido una persona que ha pensado igual que yo, la única",NONE
Lunes de lentejas y yo extrañando el espesado,N
"@RicardoMoran no te gastes en responder de seguro tienes mejores cosas que hacer, besos pelado",NEU
"@astrikiss jajajaja fácil,o derrepente ya nos lo cambiaron por uno nuevo",NONE
Es grandioso conocer a personas maravillosas como ustedes @lasabesaba @vanessasaba75 se quedan en el corazón de las que las conocen.,P
"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",NEU
@PanetonDonofrio a un ancianito que no tiene familia y que llevo víveres y todo lo que necesite con la ayuda de personas desinteresadas!,NONE
@yuyacst Que descanses bien Yuya. Un abrazo inmenso a la distancia.,P
"Luego de hacerles recordar todos los bellos momentos que no volverán, me quede jataso ya desperté y sigo llorando",NEU
@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos,N
"Mi noche no está completa si no veo el vlog de @elcholomena , creo que no subió hoy",NEU
y quiero ir de nuevo al Cosmocaixa,NONE
"@joshmanbc si conoces algún productor que quiera llevarse la obra, que se contacte con nosotros",NONE
Mi amor infinito al ser humano que me traiga un desayunito de @McDonalds_PER muero de hambre,NONE
"#RogueOne es la única película de Star Wars que no me ha provocado comprármela apenas terminó, pero igual quiero volverla a ver",NEU
#ParaCerrarElAñoYo cocinaré en la cena familiar su cilindrada mas riqui @Studio92 @joannabolona @Sr_Pelaez,P
Que yo quiero ser el nido cuando se cansen tus alas.. pequeña sonrisa sonora @manuelcarrasco_ @CarlosJRubiofm @GannyMartin @Fansdelaradio,NONE
Despierta desde las 7 habiendo dormido a las 4 masomenos y esta vez Sofi no fue la responsable jajajaja,NONE
"Tanto quería trabajar, madruga pues madrugaaa hdjahsjsf",NEU
Hora de seguir soñando muy bonito,P
Extraño a mi mejor amiga carajo díganle pe,N
"#StarWars #RogueOne que buena película, nos pone de regreso en esa galaxia muy muy lejana, emocionante e intensa hasta el final.",P
"@cinthiaszc jaja es por un día!!! Pero es el último día del ciclo, mil reuniones con mi área becas y demás.",N
@di3goc Espero llegar y encontrar esa impresora 3D,NONE
@AlejandroToledo Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado,P
Viendo al gran #JoselitoYSuOrquesta en #WantanNight lindo jueves @wantannight por @PlusTV6,P
Todavia no llega el día y ya lo extraño. #MiKevinacho,NONE
"@katy_mili JAJAJA yo mentiroso jamás amiga, pero ya pz esperare tu inciativa para que me digas franck vamos a perdernos jaja",NONE
@luis_2lo cuaaaaal? Estoy en busca de una bonita pero nada me convence,NONE
"@camilaguimasr y lo sabes , cosas muchas mejores vendrán",NONE
"@LuciaLu26 JAJAJA crjo, no lo dije por ti mi primer saliente fue a esa edad y mi mamá nunca lo aceptó por esto que recién entendemos",NONE
Quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera,NEU
Ya no podrá decir 24 bien bailados,NEU
"Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas",N
"Agradece todo, cada momento, cada situación, sea positiva o negativa, ya que la positiva nos hace felices y la negativa nos hace sabios",NONE
@FrancescaAgurto recién me conectooooo Juan está enfermo mañana te prometo que te recojo,NONE
@Zabdielitas_M @zabdiel1344 ya quiero ver la segunda!!,P
@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto,N
"Mañana es, posiblemente, el último encuentro de Natura que dirija y Enero ya empezar en Yanbal",NEU
"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo",N
"Si es que llego a tener hijos no les pondré nombres difíciles de escribir ni de pronunciar, para que no los molesten como a mí jaja",NONE
@ClubSCristal lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre,N
@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v,P
Pinche ex mejor amigo lo odio,N
"- Señorita olvidó su bolsa -gracias joven , que puedo hacer por usted ? - avanzar en la fila nada más",NONE
Por que soy tan romántico es lo que más quiero cambiar de mi,NONE
"No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores",NEU
"A pesar de nuestras limitaciones humanas, el Señor quiere obrar de maneras asombrosas a través de nuestras oraciones..",NEU
Es mi mes favorito del año Diciembre,P
"Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte",N
Necesito un creador de contenido para mi página ¿Algún interesado?,NONE
Disfrutando los días previos de Navidad,P
@chifaentiffanys esas son las únicas zapatillas que traen en mi talla al país,NONE
Ya casi es hora... un nuevo lugar por conocer,NONE
@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía,NEU
Soy el único de mi prom que no lloro ...,NONE
Ojalá todos tuvieran un techo y comida y pasar una buena noche buena,NONE
"@Pontifex_es feliz cumpleaños, Su Santidad!.. Un saludo desde Perú. Esperamos su pronta visita!..",P
Todos terminan aceptando que los mejores técnicos estuvieron del 2006 a 2011 la nueva ministra lo confirma,NONE
@The_SoulOfLion Hoy no esta juaneco creo,NONE
"@wendyriveran1 jaja tienes talento para componer canciones eh si terminas la letra me la pasas,me gustaría escucharla",P
@alexime pero podrías rescatar las cosas buenas que te pasaron ánimos,NONE
Que pasada... Buen.. día seguir el camino.. dormir todo lo que se pueda ... Éxitos... !!,NONE
"Algún día seré puntual, hoy NO es el día",NEU
Hacer un inventario forestal es horrible con tanto sol. Me arde todo,N
@lovingmykookie extrañare este tweet como fijado,NEU
"No te rindas no.. dale a tu vida otro color, siempre sale el Sol.. una vez más.... lalala..",NEU
@sin_queso NOOOO omg siempre me pierdo los mejores fanarts,N
@danielperedo17 39 goles en 2016 y va al fútbol peruano? Será su video? No vaya hacer que sea igual que de cuto Guadalupe y Esidio jeje,N
"Suerte que despierto junto a tí, suerte que senti lo que sentí, Suerte que hay más para conocer Suerte que contigo creceré",NONE
"Está navidad me la pasare durmiendo, para despertar un 26 relajado",NONE
"Al parecer si me darán mi canasta navideña, aparte de mi panetón y un vino Gracias proveedores Nos engríen más que los jefes",P
Yo no quise hacerle screen a su snap en serio,NEU
@PimentelftMe @abdielsmusic yo ni pude ver el live Ten fe que Abdiel es tan lindo que lo hara,P
"estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia",P
"Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?",N
"Todos vamos a ser puteados mañana, bonita Navidad eh #despedidos",NEU
"Lo más probable es que le hable borracha en año nuevo, aprovechando que también es su cumpleaños. Ay",NONE
El verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual,NONE
mi hermoso @jaime_cruzroman esta que hace live en ig y no puedo ver me quiero morir queria un saludo para las @Cruzers_Peru,NONE
"@JayroCerasuolo oh no te la debo negrito, lo lamento, prometo ir al próximo kaos ir desde las 8 pm y guardarte cola",NONE
aunque sea una putaaa ajajajaja re desesperado,NEU
Esta para unos buenos mates y galletitas,NONE
Lo bueno que mñn acaba sus finales,NEU
"@Vanina_lee en realidad si. Clarke aun esta ahi quiero ver q hacen con su personaje, asi q no se q hacer haha",NEU
"@JosettyHurtado he tenido una lesión en la parte baja de la espalda y no puedo hacer ejercisios,q alternativa tengo para bajar de peso",NONE
#NavidadQuePone su rico pavito hecho en casa por las santas manos de mi abuela @Studio92 @joannabolona @Sr_Pelaez,P
Un meme de miércoles para un Perú más consciente #EsNiceSi retuiteas #YoCuidoElAgua,NONE
@laliespos y yo espero que este disponible para los demas paises,NONE
"@drhuerta dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla",N
@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI,P
"@abdielsmusic #TeamAbdiel #barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz",P
"Vuelvo y repito y reitero: extraño mucho snapchat, era mi app favorita",NEU
y muchas veces extrañas a personas que tal vez no te extrañan,N
Almenos yo no vivo engañada #quebuenovermeahi #happy lo tengo todo,P
Ayer fue mi primera clase de yoga y amanecí demasiado feliz lo que hace el ejercicio @mariedither @uvaslibres,P
"#PapáNoelYoQuiero que regrese, pasar los ciclos, y lo más importante, dinero pls ya mucho me enseñas la humildad",NEU
